,scientific_name,park_name,observations,category,common_names,conservation_status
252,Sambucus mexicana,Yellowstone National Park,232,Vascular Plant,Mexican Elder,Not Listed
253,Gratiola viscidula,Great Smoky Mountains National Park,107,Vascular Plant,Short's Hedgehyssop,Not Listed
254,Populus alba,Yellowstone National Park,251,Vascular Plant,"Silver Poplar, White Poplar",Not Listed
255,Galium obtusum,Yosemite National Park,114,Vascular Plant,"Blunt-Leaf Bedstraw, Blunt-Leaved Bedstraw",Not Listed
256,Rosa setigera,Yosemite National Park,135,Vascular Plant,Prairie Rose,Not Listed
257,Cercocarpus betuloides var. betuloides,Yellowstone National Park,269,Vascular Plant,Birch-Leaf Mountain-Mahogany,Not Listed
258,Opuntia fragilis,Great Smoky Mountains National Park,57,Vascular Plant,"Brittle Cactus, Brittle Pricklypear, Fragile Cactus, Jumping Cactus, Little Pricklypear",Not Listed
259,Smallanthus uvedalius,Bryce National Park,91,Vascular Plant,Hairy Leafcup,Not Listed
260,Silene stellata,Bryce National Park,98,Vascular Plant,"Starry Campion, Starry Catchfly",Not Listed
261,Richardsonius balteatus,Yosemite National Park,163,Fish,Redside Shiner,Not Listed
262,Panicum rigidulum var. elongatum,Bryce National Park,93,Vascular Plant,"Stalked-Fruit Panic Grass, Tall Flat Panic-Grass",Not Listed
263,Eriogonum prattenianum var. prattenianum,Yosemite National Park,143,Vascular Plant,Nevada City Buckwheat,Not Listed
264,Doellingeria infirma,Great Smoky Mountains National Park,68,Vascular Plant,Cornel-Leaf Whitetop,Not Listed
265,Agoseris aurantiaca,Yellowstone National Park,241,Vascular Plant,"Orange Agoseris, Orange-Flowered False-Dandelion",Not Listed
266,Verbena hastata,Yosemite National Park,122,Vascular Plant,"Blue Verbena, Blue Vervain, Simpler's-Joy, Swamp Verbena",Not Listed
267,Aster patens var. patens,Yellowstone National Park,230,Vascular Plant,Late Purple Aster,Not Listed
268,Elymus glaucus ssp. glaucus,Bryce National Park,70,Vascular Plant,"Blue Wild Rye, Blue Wildrye",Not Listed
269,Fleischmannia incarnata,Bryce National Park,96,Vascular Plant,Pink Thoroughwort,Not Listed
270,Sialia sialis,Great Smoky Mountains National Park,69,Bird,Eastern Bluebird,Not Listed
271,Scolochloa festucacea,Bryce National Park,97,Vascular Plant,"Common Rivergrass, Rivergrass",Not Listed
272,Elymus hystrix var. hystrix,Yosemite National Park,166,Vascular Plant,Eastern Bottlebrush Grass,Not Listed
273,Sarracenia purpurea,Yellowstone National Park,235,Vascular Plant,Purple Pitcherplant,Not Listed
274,Eriogonum ovalifolium var. nivale,Bryce National Park,149,Vascular Plant,Cushion Buckwheat,Not Listed
275,Sedum sarmentosum,Great Smoky Mountains National Park,56,Vascular Plant,"Stonecrop, Stringy Stonecrop",Not Listed
276,Brachydontium trichodes,Yosemite National Park,141,Nonvascular Plant,Peak Moss,Not Listed
277,Geranium dissectum,Great Smoky Mountains National Park,119,Vascular Plant,Cutleaf Geranium,Not Listed
278,Typha angustifolia,Bryce National Park,77,Vascular Plant,Narrowleaf Cattail,Not Listed
279,Prunus hortulana,Yosemite National Park,147,Vascular Plant,Hortulan Plum,Not Listed
280,Ranunculus acris,Yosemite National Park,142,Vascular Plant,"Tall Buttercup, Tall Butter-Cup",Not Listed
281,Eurybia chlorolepis,Yellowstone National Park,216,Vascular Plant,Mountain Aster,Not Listed
282,Sphenopholis pensylvanica,Great Smoky Mountains National Park,49,Vascular Plant,"Swamp Wedgescale, Trisetum",Not Listed
283,Circaea alpina,Bryce National Park,114,Vascular Plant,"Small Enchanter's Nightshade, Smaller Enchanter's-Nightshade",Not Listed
284,Erigenia bulbosa,Bryce National Park,124,Vascular Plant,Harbinger Of Spring,Not Listed
285,Senecio streptanthifolius,Great Smoky Mountains National Park,69,Vascular Plant,Cleftleaf Groundsel,Not Listed
286,Lasiurus blossevillii,Bryce National Park,113,Mammal,Western Red Bat,Species Of Concern
287,Astragalus alpinus,Great Smoky Mountains National Park,82,Vascular Plant,Alpine Milkvetch,Not Listed
288,Crataegus uniflora,Great Smoky Mountains National Park,91,Vascular Plant,Dwarf Hawthorn,Not Listed
289,Streptopus lanceolatus var. roseus,Bryce National Park,99,Vascular Plant,Twistedstalk,Not Listed
290,Lycopus asper,Yellowstone National Park,283,Vascular Plant,"Rough Bugleweed, Rough Water-Horehound",Not Listed
291,Empidonax wrightii,Bryce National Park,116,Bird,"Gray Flycatcher, Grey Flycatcher",Not Listed
292,Empidonax wrightii,Bryce National Park,116,Bird,Gray Flycatcher,Not Listed
293,Symphyotrichum retroflexum,Yosemite National Park,163,Vascular Plant,Rigid Whitetop Aster,Not Listed
294,Ericameria cuneata var. cuneata,Bryce National Park,100,Vascular Plant,Cliff Goldenbush,Not Listed
295,Mimulus laciniatus,Yellowstone National Park,239,Vascular Plant,Cutleaf Monkeyflower,Not Listed
296,Senecio clarkianus,Yosemite National Park,157,Vascular Plant,Clark's Ragwort,Not Listed
297,Saccharum alopecuroidum,Yosemite National Park,145,Vascular Plant,Beardgrass,Not Listed
298,Picoides borealis,Yosemite National Park,43,Bird,Red-Cockaded Woodpecker,Endangered
299,Lepidium ramosissimum,Bryce National Park,91,Vascular Plant,"Manybranched Pepperweed, Pepperweed",Not Listed
300,Plagiomnium ciliare,Bryce National Park,108,Nonvascular Plant,Plagiomnium Moss,Not Listed
301,Malva neglecta,Yellowstone National Park,229,Vascular Plant,"Common Mallow, Dwarf Cheeseweed",Not Listed
302,Malva neglecta,Yellowstone National Park,229,Vascular Plant,"Buttonweed, Cheeseplant, Cheeseweed, Common Mallow, Dwarf Mallow, Roundleaf Mallow",Not Listed
303,Amelanchier utahensis,Great Smoky Mountains National Park,66,Vascular Plant,"Utah Serviceberry, Utah Shadberry, Western Serviceberry",Not Listed
304,Allium campanulatum,Yellowstone National Park,234,Vascular Plant,"Dusky Onion, Sierra Onion",Not Listed
305,Carex integra,Yellowstone National Park,258,Vascular Plant,"Smoothbead Sedge, Smoothbeak Sedge",Not Listed
306,Castilleja lacera,Yellowstone National Park,230,Vascular Plant,Cutleaf Indian Paintbrush,Not Listed
307,Collomia heterophylla,Great Smoky Mountains National Park,49,Vascular Plant,Variableleaf Collomia,Not Listed
308,Anemone occidentalis,Yosemite National Park,148,Vascular Plant,White Pasqueflower,Not Listed
309,Senecio aureus,Yosemite National Park,153,Vascular Plant,Golden Ragwort,Not Listed
310,Astragalus congdonii,Yellowstone National Park,230,Vascular Plant,Congdon's Milkvetch,Not Listed
311,Carex,Bryce National Park,80,Vascular Plant,"Carex, Sedge, Sedge Species, Sedges",Not Listed
312,Lysimachia hybrida,Yellowstone National Park,246,Vascular Plant,"Intermediate Loosestrife, Lance-Leaf Loosestrife",Not Listed
313,Amaranthus albus,Yellowstone National Park,212,Vascular Plant,"White Amaranthus, White Pigweed",Not Listed
314,Amaranthus albus,Yellowstone National Park,212,Vascular Plant,"Pigweed, Pigweed Amaranth, Prostrate Pigweed, Tumble Pigweed, Tumbleweed, White Pigweed",Not Listed
315,Poa palustris,Yosemite National Park,172,Vascular Plant,"Fowl Bluegrass, Marsh Bluegrass",Not Listed
316,Poa palustris,Yosemite National Park,172,Vascular Plant,"Fowl Blue Grass, Fowl Bluegrass",Not Listed
317,Melilotus albus,Bryce National Park,85,Vascular Plant,White Sweet-Clover,Not Listed
318,Melilotus albus,Bryce National Park,85,Vascular Plant,"Bokhara-Clover, Honey-Clover, White Melilot, White Sweet-Clover",Not Listed
319,Quercus michauxii,Bryce National Park,131,Vascular Plant,Swamp Chestnut Oak,Not Listed
320,Uvularia perfoliata,Great Smoky Mountains National Park,79,Vascular Plant,Perfoliate Bellwort,Not Listed
321,Thalictrum fendleri,Yosemite National Park,146,Vascular Plant,"Fendler's Meadowrue, Fendler's Meadow-Rue",Not Listed
322,Epilobium lactiflorum,Yellowstone National Park,239,Vascular Plant,"Broadleaf Willowweed, Milkflower Willowherb, White-Flower Willowherb",Not Listed
323,Poecile atricapillus,Great Smoky Mountains National Park,97,Bird,Black-Capped Chickadee,Not Listed
324,Helmitheros vermivorus,Yellowstone National Park,291,Bird,Worm-Eating Warbler,Not Listed
325,Sequoiadendron giganteum,Yosemite National Park,141,Vascular Plant,"Giant Redwood, Giant Sequoia, Sierra Redwood",Not Listed
326,Ditrichum pusillum,Yosemite National Park,160,Nonvascular Plant,Ditrichum Moss,Not Listed
327,Viburnum lantana,Yellowstone National Park,245,Vascular Plant,"Way-Faring Tree, Wayfaring-Tree",Not Listed
328,Ailanthus altissima,Bryce National Park,73,Vascular Plant,Tree-Of-Heaven,Not Listed
329,Salix bebbiana,Bryce National Park,86,Vascular Plant,"Bebb's Willow, Gray Willow",Not Listed
330,Townsendia parryi,Bryce National Park,70,Vascular Plant,"Parry's Townsend Daisy, Parry's Townsendia",Not Listed
331,Corynorhinus rafinesquii,Yosemite National Park,188,Mammal,Rafinesque's Big-Eared Bat,Not Listed
332,Nycticorax nycticorax,Great Smoky Mountains National Park,64,Bird,Black-Crowned Night-Heron,Species Of Concern
333,Nycticorax nycticorax,Great Smoky Mountains National Park,64,Bird,Black-Crowned Night Heron,Species Of Concern
334,Lespedeza hirta,Bryce National Park,106,Vascular Plant,Hairy Bush-Clover,Not Listed
335,Neckera pennata,Bryce National Park,115,Nonvascular Plant,Neckera Moss,Not Listed
336,Ageratina occidentalis,Yellowstone National Park,246,Vascular Plant,"Western Eupatorium, Western Joepyeweed, Western Snakeroot",Not Listed
337,Baeolophus inornatus,Bryce National Park,97,Bird,Oak Titmouse,Not Listed
338,Ribes cynosbati,Yellowstone National Park,237,Vascular Plant,Prickly Gooseberry,Not Listed
339,Krascheninnikovia lanata,Yosemite National Park,151,Vascular Plant,Winterfat,Not Listed
340,Rumex crispus,Yellowstone National Park,256,Vascular Plant,"Curled Dock, Curly Dock",Not Listed
341,Rumex crispus,Yellowstone National Park,256,Vascular Plant,"Curly Dock, Narrowleaf Dock, Sour Dock, Yellow Dock",Not Listed
342,Lonicera involucrata,Yosemite National Park,129,Vascular Plant,"Bearberry Honeysuckle, Twinberry Honeysuckle",Not Listed
343,Pluvialis dominica,Bryce National Park,111,Bird,"American Golden-Plover, Lesser Golden-Plover",Not Listed
344,Equisetum scirpoides,Yellowstone National Park,227,Vascular Plant,Dwarf Scouringrush,Not Listed
345,Spizella pallida,Yellowstone National Park,258,Bird,Clay-Colored Sparrow,Not Listed
346,Hemitremia flammea,Yellowstone National Park,251,Fish,Flame Chub,Species Of Concern
347,Fabronia ciliaris var. polycarpa,Yellowstone National Park,264,Nonvascular Plant,Fabronia Moss,Not Listed
348,Elymus trachycaulus ssp. subsecundus,Yosemite National Park,146,Vascular Plant,"Bearded Wheatgrass, Slender Wheatgrass, Slender Wild Rye",Not Listed
349,Erigeron peregrinus var. hirsutus,Yosemite National Park,125,Vascular Plant,Subalpine Fleabane,Not Listed
350,Eriogonum umbellatum var. nevadense,Great Smoky Mountains National Park,63,Vascular Plant,"Nevada Buckwheat, Sulphur-Flower Buckwheat",Not Listed
351,Mimulus viscidus,Yosemite National Park,192,Vascular Plant,Sticky Monkeyflower,Not Listed
352,Juncus orthophyllus,Great Smoky Mountains National Park,77,Vascular Plant,Straightleaf Rush,Not Listed
353,Limosa fedoa,Yellowstone National Park,266,Bird,Marbled Godwit,Species Of Concern
354,Juncus uncialis,Great Smoky Mountains National Park,97,Vascular Plant,Twelfth Rush,Not Listed
355,Fabronia ciliaris,Bryce National Park,111,Nonvascular Plant,Fabronia Moss,Not Listed
356,Thaspium barbinode,Great Smoky Mountains National Park,95,Vascular Plant,"Hairy-Jointed Meadow-Parsnip, Meadow-Parsnip",Not Listed
357,Polystichum scopulinum,Great Smoky Mountains National Park,54,Vascular Plant,"Eaton's Hollyfern, Mountain Hollyfern",Not Listed
358,Oxalis violacea,Yosemite National Park,159,Vascular Plant,Violet Wood-Sorrel,Not Listed
359,Oxalis violacea,Yosemite National Park,159,Vascular Plant,"Purple Woodsorrel, Violet Woodsorrel, Violet Wood-Sorrel",Not Listed
360,Comandra umbellata,Yosemite National Park,145,Vascular Plant,Bastard Toadflax,Not Listed
361,Carex stipata,Bryce National Park,101,Vascular Plant,"Stalk-Grain Sedge, Stipate Sedge",Not Listed
362,Ribes aureum var. aureum,Yosemite National Park,139,Vascular Plant,Golden Currant,Not Listed
363,Allophyllum gilioides ssp. gilioides,Great Smoky Mountains National Park,54,Vascular Plant,"Dense False Gilia, Dense False Gilyflower",Not Listed
364,Ulmus alata,Yosemite National Park,144,Vascular Plant,Winged Elm,Not Listed
365,Mephitis mephitis,Yellowstone National Park,257,Mammal,Striped Skunk,Not Listed
366,Rudbeckia fulgida var. fulgida,Yosemite National Park,151,Vascular Plant,Orange Coneflower,Not Listed
367,Arnica discoidea,Yosemite National Park,153,Vascular Plant,Rayless Arnica,Not Listed
368,Geum triflorum,Yellowstone National Park,234,Vascular Plant,"Old Man's Whiskers, Prairie Smoke, Prairiesmoke",Not Listed
369,Draba oligosperma,Great Smoky Mountains National Park,34,Vascular Plant,"Fewseed Draba, Glacier Draba",Not Listed
370,Cleistes divaricata,Yellowstone National Park,236,Vascular Plant,Spreading Pogonia,Not Listed
371,Tamias quadrimaculatus,Yellowstone National Park,261,Mammal,Long-Eared Chipmunk,Not Listed
372,Hedysarum sulphurescens,Yosemite National Park,143,Vascular Plant,White Sweetvetch,Not Listed
373,Polypodium hesperium,Great Smoky Mountains National Park,68,Vascular Plant,Western Polypody,Not Listed
374,Galium boreale,Yellowstone National Park,252,Vascular Plant,Northern Bedstraw,Not Listed
375,Hosta lancifolia,Bryce National Park,125,Vascular Plant,Hosta,Not Listed
376,Trillium catesbaei,Bryce National Park,94,Vascular Plant,Catesby's Trillium,Not Listed
377,Larus californicus,Yosemite National Park,136,Bird,California Gull,Not Listed
378,Rana draytonii,Great Smoky Mountains National Park,43,Amphibian,California Red-Legged Frog,Threatened
379,Fontinalis sullivantii,Bryce National Park,97,Nonvascular Plant,Sullivant's Fontinalis Moss,Not Listed
380,Clematis occidentalis var. grosseserrata,Yellowstone National Park,247,Vascular Plant,Western Blue Virginsbower,Not Listed
381,Anemone occidentalis,Great Smoky Mountains National Park,82,Vascular Plant,White Pasqueflower,Not Listed
382,Anemone patens var. multifida,Great Smoky Mountains National Park,94,Vascular Plant,Cutleaf Anemone,Not Listed
383,Diervilla sessilifolia,Great Smoky Mountains National Park,81,Vascular Plant,"Sessile-Leaved Bush-Honey-Suckle, Southern Bush-Honeysuckle",Not Listed
384,Pohlia annotina,Great Smoky Mountains National Park,84,Nonvascular Plant,Pohlia Moss,Not Listed
385,Astomum muehlenbergianum,Great Smoky Mountains National Park,115,Nonvascular Plant,Muehlenberg's Astomum Moss,Not Listed
386,Aster patens var. patens,Yosemite National Park,132,Vascular Plant,Late Purple Aster,Not Listed
387,Limnothlypis swainsonii,Great Smoky Mountains National Park,56,Bird,Swainson's Warbler,Not Listed
388,Arabis repanda var. greenei,Great Smoky Mountains National Park,78,Vascular Plant,Greene's Rockcress,Not Listed
389,Brachyelytrum septentrionale,Yellowstone National Park,247,Vascular Plant,Northern Shorthusk,Not Listed
390,Secale cereale,Bryce National Park,134,Vascular Plant,"Cultivated Rye, Rye",Not Listed
391,Secale cereale,Bryce National Park,134,Vascular Plant,"Cereal Rye, Common Rye, Cultivated Annual Rye, Cultivated Rye, Rye",Not Listed
392,Packera aurea,Great Smoky Mountains National Park,71,Vascular Plant,Golden Ragwort,Not Listed
393,Delphinium gracilentum,Great Smoky Mountains National Park,75,Vascular Plant,Pine Forest Larkspur,Not Listed
394,Carex debilis var. interjecta,Yellowstone National Park,239,Vascular Plant,Necklace Sedge,Not Listed
395,Myriophyllum sibiricum,Yosemite National Park,176,Vascular Plant,"American Watermilfoil, Shortspike Watermilfoil, Siberian Water-Milfoil",Not Listed
396,Eriophyllum nubigenum,Yosemite National Park,118,Vascular Plant,Yosemite Woolly Sunflower,Species Of Concern
397,Cryptantha ambigua,Yosemite National Park,159,Vascular Plant,"Basin Cryptantha, Wickes Cryptantha, Wilkes Cryptantha",Not Listed
398,Epilobium glaberrimum ssp. glaberrimum,Great Smoky Mountains National Park,72,Vascular Plant,"Glaucus Willowherb, Smooth Willowweed",Not Listed
399,Sorbus sitchensis var. grayi,Yosemite National Park,153,Vascular Plant,Western Mountain-Ash,Not Listed
400,Plantago major,Great Smoky Mountains National Park,90,Vascular Plant,"Nipple-Seed Plantain, Plantain",Not Listed
401,Plantago major,Great Smoky Mountains National Park,90,Vascular Plant,"Broadleaf Plantain, Buckhorn Plantain, Common Plantain, Great Plantain, Rippleseed Plantain",Not Listed
402,Valeriana occidentalis,Yosemite National Park,154,Vascular Plant,"Small-Flower Valerian, Western Valerian, Western Valeriana",Not Listed
403,Mimulus moschatus,Yosemite National Park,139,Vascular Plant,"Musk Monkeyflower, Muskflower",Not Listed
404,Orthocarpus luteus,Bryce National Park,78,Vascular Plant,"Golden-Tongue Owl-Clover, Yellow Owlclover, Yellow Owl's-Clover",Not Listed
405,Hoita macrostachya,Yellowstone National Park,263,Vascular Plant,Large Leather-Root,Not Listed
406,Polytrichum piliferum,Bryce National Park,110,Nonvascular Plant,Polytrichum Moss,Not Listed
407,Notropis volucellus,Bryce National Park,69,Fish,Mimic Shiner,Not Listed
408,Poa sylvestris,Yosemite National Park,115,Vascular Plant,Woodland Bluegrass,Not Listed
409,Artemisia vulgaris,Great Smoky Mountains National Park,86,Vascular Plant,"Common Mugwort, Common Wormwood",Not Listed
410,Smilax tamnoides,Yosemite National Park,132,Vascular Plant,"Bristly Greenbrier, Hispid Greenbrier",Not Listed
411,Erigeron compactus,Yosemite National Park,148,Vascular Plant,"Cushion Daisy, Fernleaf Fleabane, Fern-Leaf Fleabane",Not Listed
412,Clarkia purpurea ssp. viminea,Yosemite National Park,157,Vascular Plant,Winecup Clarkia,Not Listed
413,Carex stipata var. stipata,Yosemite National Park,174,Vascular Plant,Owlfruit Sedge,Not Listed
